dossier_id,mibig_accession,organism_name,facets,genes,metabolites,experiments,measurements,claims,relationships,conflicts,sources,normalization_queue_rows
M4-FUNG-0536,BGC0002877,Cordyceps militaris CM01,27,3,2,2,0,4,3,3,3,0
M4-FUNG-0537,BGC0002883,Cladonia macilenta KoLRI003786,27,1,1,2,0,3,1,1,4,0
M4-FUNG-0538,BGC0002884,Aspergillus nidulans FSGC A1145,27,3,2,3,0,4,3,1,3,0
M4-FUNG-0539,BGC0002887,Colletotrichum graminicola M1.001,27,5,4,2,0,3,0,1,4,0
M4-FUNG-0540,BGC0002891,Arthrinium sp. NF2194,27,8,3,4,0,5,4,2,3,0
M4-FUNG-0541,BGC0002904,Aspergillus welwitschiae,27,3,2,3,0,4,0,2,4,0
M4-FUNG-0542,BGC0002905,Taiwanofungus camphoratus S27,27,3,4,3,0,5,2,2,3,0
M4-FUNG-0543,BGC0002911,Pestalotiopsis fici W106-1,27,1,2,4,0,5,2,1,3,0
M4-FUNG-0544,BGC0002930,Penicillium arizonense IBT 12289,27,8,8,5,0,7,5,2,5,0
M4-FUNG-0545,BGC0002933,Albophoma yamanashiensis (Tolypocladium album) FO-254,27,5,6,4,0,6,3,3,3,0
M4-FUNG-0546,BGC0002936,Umbilicaria deusta,27,1,4,3,0,6,2,2,4,0
M4-FUNG-0547,BGC0002938,Fusarium graminearum F15,27,0,0,0,0,0,0,0,1,0
M4-FUNG-0548,BGC0002953,Annulohypoxylon moriforme CBS 123579,27,0,0,0,0,0,0,0,1,0
M4-FUNG-0549,BGC0002956,Colletotrichum orbiculare 104-T (MAFF 240422),27,0,0,0,0,0,0,0,1,0
M4-FUNG-0550,BGC0002966,Aspergillus luteorubrus MST-FP2246,27,0,0,0,0,0,0,0,1,0
M4-FUNG-0551,BGC0002970,Penicillium crustosum PRB-2,27,0,0,0,0,0,0,0,1,0
M4-FUNG-0552,BGC0002971,Fusarium graminearum PH-1,27,0,0,0,0,0,0,0,1,0
M4-FUNG-0553,BGC0002980,Aspergillus fumigatus A1163,27,0,0,0,0,0,0,0,1,0
M4-FUNG-0554,BGC0002984,Dactylonectria alcacerensis CT-6,27,0,0,0,0,0,0,0,1,0
M4-FUNG-0555,BGC0002985,Paramyrothecium sp. XJ0827,27,0,0,0,0,0,0,0,1,0
M4-FUNG-0556,BGC0002987,Fusarium scirpi CGMCC 3.3656,27,0,0,0,0,0,0,0,1,0
M4-FUNG-0557,BGC0002993,Penicillium oxalicum MEFC104,27,3,2,2,0,3,2,1,3,0
M4-FUNG-0558,BGC0002995,Penicillium soppii CBS 869.70,27,2,2,3,0,3,2,1,3,0
M4-FUNG-0559,BGC0002996,Penicillium palitans NRRL 2033,27,2,3,1,0,3,2,1,3,0
M4-FUNG-0560,BGC0002998,Neonectria discophora SNB-CN63,27,1,2,1,0,3,1,1,3,0
M4-FUNG-0561,BGC0002999,Penicillium roqueforti FM164,27,1,1,1,0,3,1,1,3,0
M4-FUNG-0562,BGC0003006,Cephalotrichum gorgonifer NG_p51,27,1,1,1,0,3,1,1,3,0
M4-FUNG-0563,BGC0003011,Phaeosphaeriaceae sp. CF-150626,27,6,2,1,0,3,1,1,3,0
M4-FUNG-0564,BGC0003013,Aspergillus sp. SCSIO SX7S7,27,5,2,1,0,3,1,1,3,0
M4-FUNG-0565,BGC0003017,Macrophomina phaseolina MS6,27,1,2,2,0,2,1,1,3,0
M4-FUNG-0566,BGC0003018,Penicillium sclerotiorum SNB-CN111,27,1,2,1,0,3,1,1,3,0
M4-FUNG-0567,BGC0003024,Aspergillus fumigatus Af293,27,1,4,2,1,3,3,2,3,0
M4-FUNG-0568,BGC0003028,Penicillium crustosum PRB-2,27,2,4,2,0,3,3,1,3,0
M4-FUNG-0569,BGC0003032,Penicillium soppii Okera-1 / IBT 18220,27,3,3,1,0,3,3,2,3,0
M4-FUNG-0570,BGC0003034,Aspergillus ustus 3.3904,27,1,2,3,3,4,3,2,4,0
M4-FUNG-0571,BGC0003041,Bipolaris sorokiniana ND90Pr,27,3,3,2,0,4,3,1,3,0
M4-FUNG-0572,BGC0003047,Fusarium fujikuroi isolate IMI58289,27,5,1,3,1,5,4,2,4,0
M4-FUNG-0573,BGC0003053,Mortierella alpina ATCC 32222,27,1,3,3,4,4,3,2,4,0
M4-FUNG-0574,BGC0003054,Aspergillus flavipes CNL-338,27,1,2,3,2,4,3,2,4,0
M4-FUNG-0575,BGC0003058,Mortierella alpina ATCC 32222,27,1,6,3,4,5,4,2,3,0
M4-FUNG-0576,BGC0003072,Fusarium graminearum PH-1,27,2,1,2,2,5,4,2,3,0
M4-FUNG-0577,BGC0003076,Aspergillus ruber QEN-0407-G2 / genome reference CBS 135680,27,4,4,4,4,6,5,3,5,0
M4-FUNG-0578,BGC0003077,Aspergillus ustus,27,6,6,4,4,6,6,3,5,0
M4-FUNG-0579,BGC0003085,Aspergillus ustus,27,4,3,3,2,5,4,3,4,0
M4-FUNG-0580,BGC0003088,Penicillium brocae,27,8,4,4,3,6,6,3,4,0
M4-FUNG-0581,BGC0003093,Diaporthe sp. SYSU-MS4722,27,14,3,4,3,6,6,4,5,0
M4-FUNG-0582,BGC0003094,Phaeosphaeria sp. TTI001159,27,10,3,4,4,6,6,3,4,0
M4-FUNG-0583,BGC0003099,Fusarium mangiferae,27,8,4,4,4,6,6,3,4,0
M4-FUNG-0584,BGC0003108,Leptobacillium sp. CF-236968,27,8,2,3,1,4,3,2,3,0
M4-FUNG-0585,BGC0003109,Stachybotrys sp. g12,27,2,1,3,0,3,2,2,3,0
M4-FUNG-0586,BGC0003113,Jackrogersella multiformis,27,4,2,2,0,3,2,2,4,0
M4-FUNG-0587,BGC0003115,Penicillium crustosum,27,1,2,3,0,4,2,2,3,0
M4-FUNG-0588,BGC0003118,Hypomontagnella monticulosa,27,8,1,3,0,4,3,2,3,0
M4-FUNG-0589,BGC0003119,Aspergillus aculeatus,27,2,3,3,0,3,2,2,3,0
M4-FUNG-0590,BGC0003120,Jackrogersella minutella,27,2,3,2,0,3,2,2,4,0
M4-FUNG-0591,BGC0003126,Aspergillus niger,27,3,2,2,0,2,2,1,3,0
M4-FUNG-0592,BGC0003130,Arthrobotrys oligospora,27,2,1,3,3,3,2,2,4,0
M4-FUNG-0593,BGC0003140,Penicillium expansum,27,1,1,2,2,3,2,2,3,0
M4-FUNG-0594,BGC0003142,Fusarium graminearum,27,10,3,4,5,7,7,5,5,1
M4-FUNG-0595,BGC0003144,Pseudevernia furfuracea,27,10,3,4,5,7,7,5,3,0
M4-FUNG-0596,BGC0003145,Macrophomina phaseolina,27,4,3,3,2,4,3,1,2,1
M4-FUNG-0597,BGC0003147,Tolypocladium album,27,1,2,2,1,3,2,2,2,0
M4-FUNG-0598,BGC0003148,Aspergillus brasiliensis,27,1,2,2,3,2,2,2,2,1
M4-FUNG-0599,BGC0003149,Fusarium oxysporum,27,1,2,2,1,3,2,2,2,0
M4-FUNG-0600,BGC0003150,Ascochyta viciae-villosae,27,2,2,3,3,4,2,2,2,1
M4-FUNG-0601,BGC0003151,Penicillium roqueforti,27,4,2,3,2,2,3,1,2,1
M4-FUNG-0602,BGC0003153,Fusarium proliferatum,27,5,3,3,3,4,3,1,2,1
M4-FUNG-0603,BGC0003154,Aspergillus flavus,27,3,3,3,3,3,3,1,5,1
M4-FUNG-0604,BGC0003157,Talaromyces verruculosus,27,1,2,3,3,3,3,1,2,1
M4-FUNG-0605,BGC0003158,Macrophomina phaseolina,27,1,2,3,3,3,3,2,2,1
M4-FUNG-0606,BGC0003159,Colletotrichum gloeosporioides,27,1,2,1,3,4,3,2,3,1
M4-FUNG-0607,BGC0003161,Periglandula ipomoeae,27,10,3,2,1,4,4,3,3,0
M4-FUNG-0608,BGC0003162,Epichloë festucae,27,4,3,3,1,5,4,3,4,1
M4-FUNG-0609,BGC0003163,Periglandula ipomoeae,27,9,3,2,2,4,4,3,3,1
