facet_id,dossier_id,facet_axis,raw_value,missingness_state,normalized_value,normalization_status,source_ids,source_row
M4-FUNG-0491:chemistry.chemical_class:65,M4-FUNG-0491,chemistry.chemical_class,sesterterpene acid,PRESENT,,unreviewed,S003,65
M4-FUNG-0491:biology.biological_role:66,M4-FUNG-0491,biology.biological_role,NR,NR,,missingness_only,,66
M4-FUNG-0491:activation.native_pathway_state:68,M4-FUNG-0491,activation.native_pathway_state,genome-mined pathway; direct chemistry established through heterologous/enzymatic characterization,PRESENT,,unreviewed,S003,68
M4-FUNG-0491:activation.extracellular_recovery:70,M4-FUNG-0491,activation.extracellular_recovery,NR,NR,,missingness_only,,70
M4-FUNG-0491:activation.productive_developmental_state:77,M4-FUNG-0491,activation.productive_developmental_state,NR,NR,,missingness_only,,77
M4-FUNG-0491:activation.physiological_state:78,M4-FUNG-0491,activation.physiological_state,engineered expression/defined catalytic assays,PRESENT,,unreviewed,S003,78
M4-FUNG-0491:activation.environmental_trigger:79,M4-FUNG-0491,activation.environmental_trigger,NR,NR,,missingness_only,,79
M4-FUNG-0491:activation.ecological_trigger:80,M4-FUNG-0491,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0491:activation.temporal_window:81,M4-FUNG-0491,activation.temporal_window,endpoint assays; native window NR,PRESENT,,unreviewed,S003,81
M4-FUNG-0491:activation.spatial_context:83,M4-FUNG-0491,activation.spatial_context,NR,NR,,missingness_only,,83
M4-FUNG-0491:activation.culture_architecture:84,M4-FUNG-0491,activation.culture_architecture,genome mining plus heterologous expression/enzymatic characterization,PRESENT,,unreviewed,S003,84
M4-FUNG-0492:taxonomy.phylum:33,M4-FUNG-0492,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S005,33
M4-FUNG-0492:taxonomy.class:34,M4-FUNG-0492,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S005,34
M4-FUNG-0492:taxonomy.order:35,M4-FUNG-0492,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S005,35
M4-FUNG-0492:taxonomy.family:36,M4-FUNG-0492,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S005,36
M4-FUNG-0492:taxonomy.genus:37,M4-FUNG-0492,taxonomy.genus,Aspergillus,PRESENT,Aspergillus,exact_taxonomic_string,S005,37
M4-FUNG-0492:organism.pathotype_or_ecotype:38,M4-FUNG-0492,organism.pathotype_or_ecotype,NR,NR,,missingness_only,,38
M4-FUNG-0492:ecology.lifestyle:39,M4-FUNG-0492,ecology.lifestyle,saprotrophic/environmental Aspergillus; isolate-specific ecological role of mulundocandin NR,PRESENT,,unreviewed,S005; S006,39
M4-FUNG-0492:ecology.host_or_environment:40,M4-FUNG-0492,ecology.host_or_environment,soil-isolate provenance reported historically; exact ecological host NR,PRESENT,,unreviewed,S006,40
M4-FUNG-0492:biosynthesis.database_class:49,M4-FUNG-0492,biosynthesis.database_class,NRPS (Type I),PRESENT,,unreviewed,S001; S002,49
M4-FUNG-0492:biosynthesis.refined_class:50,M4-FUNG-0492,biosynthesis.refined_class,echinocandin cyclic lipohexapeptide NRPS cluster with homotyrosine-biosynthesis and oxidative-tailoring genes,PRESENT,,unreviewed,S002; S003,50
M4-FUNG-0492:genome.chromosome_context:53,M4-FUNG-0492,genome.chromosome_context,submitted GenBank cluster fragment,PRESENT,,unreviewed,S002,53
M4-FUNG-0492:genome.accessory_chromosome_status:54,M4-FUNG-0492,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0492:genome.copy_number_context:55,M4-FUNG-0492,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0492:genome.repeat_context:56,M4-FUNG-0492,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0492:chemistry.product_family:62,M4-FUNG-0492,chemistry.product_family,echinocandins,PRESENT,,unreviewed,S003; S004,62
M4-FUNG-0492:chemistry.primary_product:63,M4-FUNG-0492,chemistry.primary_product,mulundocandin,PRESENT,,unreviewed,S001; S002; S004,63
M4-FUNG-0492:chemistry.chemical_class:65,M4-FUNG-0492,chemistry.chemical_class,cyclic lipohexapeptide antifungal,PRESENT,,unreviewed,S003; S004,65
M4-FUNG-0492:biology.biological_role:66,M4-FUNG-0492,biology.biological_role,NR,NR,,missingness_only,,66
M4-FUNG-0492:activation.native_pathway_state:68,M4-FUNG-0492,activation.native_pathway_state,naturally produced by Y-30462/DSMZ 5745; genetic locus attribution established by comparative echinocandin-cluster genomics,PRESENT,,unreviewed,S003; S004,68
M4-FUNG-0492:activation.extracellular_recovery:70,M4-FUNG-0492,activation.extracellular_recovery,culture broth,PRESENT,,unreviewed,S004,70
M4-FUNG-0492:activation.productive_developmental_state:77,M4-FUNG-0492,activation.productive_developmental_state,NR,NR,,missingness_only,,77
M4-FUNG-0492:activation.physiological_state:78,M4-FUNG-0492,activation.physiological_state,secondary-metabolite-producing submerged culture,PRESENT,,unreviewed,S004,78
M4-FUNG-0492:activation.environmental_trigger:79,M4-FUNG-0492,activation.environmental_trigger,NR,NR,,missingness_only,,79
M4-FUNG-0492:activation.ecological_trigger:80,M4-FUNG-0492,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0492:activation.temporal_window:81,M4-FUNG-0492,activation.temporal_window,NR,NR,,missingness_only,,81
M4-FUNG-0492:activation.spatial_context:83,M4-FUNG-0492,activation.spatial_context,NR,NR,,missingness_only,,83
M4-FUNG-0492:activation.culture_architecture:84,M4-FUNG-0492,activation.culture_architecture,submerged fermentation; product recovered from culture broth,PRESENT,,unreviewed,S004,84
M4-FUNG-0493:taxonomy.phylum:33,M4-FUNG-0493,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S004,33
M4-FUNG-0493:taxonomy.class:34,M4-FUNG-0493,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S004,34
M4-FUNG-0493:taxonomy.order:35,M4-FUNG-0493,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S004,35
M4-FUNG-0493:taxonomy.family:36,M4-FUNG-0493,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S004,36
M4-FUNG-0493:taxonomy.genus:37,M4-FUNG-0493,taxonomy.genus,Aspergillus,PRESENT,Aspergillus,exact_taxonomic_string,S004,37
M4-FUNG-0493:organism.pathotype_or_ecotype:38,M4-FUNG-0493,organism.pathotype_or_ecotype,NR,NR,,missingness_only,,38
M4-FUNG-0493:ecology.lifestyle:39,M4-FUNG-0493,ecology.lifestyle,saprotrophic filamentous fungus; isolate-specific ecology NR,PRESENT,,unreviewed,S004,39
M4-FUNG-0493:ecology.host_or_environment:40,M4-FUNG-0493,ecology.host_or_environment,NR,NR,,missingness_only,,40
M4-FUNG-0493:biosynthesis.database_class:49,M4-FUNG-0493,biosynthesis.database_class,terpene (Unknown),PRESENT,,unreviewed,S001; S002,49
M4-FUNG-0493:biosynthesis.refined_class:50,M4-FUNG-0493,biosynthesis.refined_class,fungal meroterpenoid pathway combining a nonreducing PKS-derived DMOA unit with farnesyl-derived terpene chemistry and oxidative rearrangements,PRESENT,,unreviewed,S003,50
M4-FUNG-0493:genome.chromosome_context:53,M4-FUNG-0493,genome.chromosome_context,submitted genomic fragment,PRESENT,,unreviewed,S002,53
M4-FUNG-0493:genome.accessory_chromosome_status:54,M4-FUNG-0493,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0493:genome.copy_number_context:55,M4-FUNG-0493,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0493:genome.repeat_context:56,M4-FUNG-0493,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0493:chemistry.product_family:62,M4-FUNG-0493,chemistry.product_family,anditomin / andilesin meroterpenoids,PRESENT,,unreviewed,S003,62
M4-FUNG-0493:chemistry.primary_product:63,M4-FUNG-0493,chemistry.primary_product,anditomin,PRESENT,,unreviewed,S001; S002; S003,63
M4-FUNG-0493:chemistry.chemical_class:65,M4-FUNG-0493,chemistry.chemical_class,highly oxygenated fungal meroterpenoid,PRESENT,,unreviewed,S003,65
M4-FUNG-0493:biology.biological_role:66,M4-FUNG-0493,biology.biological_role,NR,NR,,missingness_only,,66
M4-FUNG-0493:activation.native_pathway_state:68,M4-FUNG-0493,activation.native_pathway_state,native natural-product family with complete pathway established by heterologous/enzymatic reconstruction,PRESENT,,unreviewed,S003,68
M4-FUNG-0493:activation.extracellular_recovery:70,M4-FUNG-0493,activation.extracellular_recovery,NR,NR,,missingness_only,,70
M4-FUNG-0493:activation.productive_developmental_state:77,M4-FUNG-0493,activation.productive_developmental_state,NR,NR,,missingness_only,,77
M4-FUNG-0493:activation.physiological_state:78,M4-FUNG-0493,activation.physiological_state,engineered pathway-expression / enzyme-assay state,PRESENT,,unreviewed,S003,78
M4-FUNG-0493:activation.environmental_trigger:79,M4-FUNG-0493,activation.environmental_trigger,NR,NR,,missingness_only,,79
M4-FUNG-0493:activation.ecological_trigger:80,M4-FUNG-0493,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0493:activation.temporal_window:81,M4-FUNG-0493,activation.temporal_window,sequential pathway reconstruction endpoints; native temporal window NR,PRESENT,,unreviewed,S003,81
M4-FUNG-0493:activation.spatial_context:83,M4-FUNG-0493,activation.spatial_context,NR,NR,,missingness_only,,83
M4-FUNG-0493:activation.culture_architecture:84,M4-FUNG-0493,activation.culture_architecture,heterologous pathway reconstruction plus defined enzyme characterization,PRESENT,,unreviewed,S003,84
M4-FUNG-0494:taxonomy.phylum:33,M4-FUNG-0494,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S004,33
M4-FUNG-0494:taxonomy.class:34,M4-FUNG-0494,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S004,34
M4-FUNG-0494:taxonomy.order:35,M4-FUNG-0494,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S004,35
M4-FUNG-0494:taxonomy.family:36,M4-FUNG-0494,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S004,36
M4-FUNG-0494:taxonomy.genus:37,M4-FUNG-0494,taxonomy.genus,Penicillium,PRESENT,Penicillium,exact_taxonomic_string,S004,37
M4-FUNG-0494:organism.pathotype_or_ecotype:38,M4-FUNG-0494,organism.pathotype_or_ecotype,NR,NR,,missingness_only,,38
M4-FUNG-0494:ecology.lifestyle:39,M4-FUNG-0494,ecology.lifestyle,soil-associated saprotroph; P. shearii has tropical/subtropical soil associations,PRESENT,,unreviewed,S004,39
M4-FUNG-0494:ecology.host_or_environment:40,M4-FUNG-0494,ecology.host_or_environment,soil/environmental fungus; exact IFM 42152 isolation substrate NR in curated sources,PRESENT,,unreviewed,S004; S005,40
M4-FUNG-0494:biosynthesis.database_class:49,M4-FUNG-0494,biosynthesis.database_class,NRPS (Type I); PKS (Unknown),PRESENT,,unreviewed,S002,49
M4-FUNG-0494:biosynthesis.refined_class:50,M4-FUNG-0494,biosynthesis.refined_class,decalin-containing diterpenoid-pyrone meroterpenoid pathway: NR-PKS + prenyltransferase + GGPP synthase + FMO epoxidase + terpene cyclase + oxidative tailoring,PRESENT,,unreviewed,S003; S005,50
M4-FUNG-0494:genome.chromosome_context:53,M4-FUNG-0494,genome.chromosome_context,submitted genomic fragment,PRESENT,,unreviewed,S002,53
M4-FUNG-0494:genome.accessory_chromosome_status:54,M4-FUNG-0494,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0494:genome.copy_number_context:55,M4-FUNG-0494,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0494:genome.repeat_context:56,M4-FUNG-0494,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0494:chemistry.product_family:62,M4-FUNG-0494,chemistry.product_family,decalin-containing diterpenoid pyrones / shearones,PRESENT,,unreviewed,S003; S005,62
M4-FUNG-0494:chemistry.primary_product:63,M4-FUNG-0494,chemistry.primary_product,subglutinol A; sesquicillin A; colletotrichin; metarhizin A (MIBiG engineered-product labels),PRESENT,,unreviewed,S002; S003,63
M4-FUNG-0494:chemistry.chemical_class:65,M4-FUNG-0494,chemistry.chemical_class,fungal diterpenoid-pyrone meroterpenoids,PRESENT,,unreviewed,S003; S005,65
M4-FUNG-0494:biology.biological_role:66,M4-FUNG-0494,biology.biological_role,native ecological role NR,PRESENT,,unreviewed,S005,66
M4-FUNG-0494:activation.native_pathway_state:68,M4-FUNG-0494,activation.native_pathway_state,native locus source; principal chemistry established through heterologous reconstruction,PRESENT,,unreviewed,S003; S005,68
M4-FUNG-0494:activation.extracellular_recovery:70,M4-FUNG-0494,activation.extracellular_recovery,engineered culture extracts/products,PRESENT,,unreviewed,S003; S005,70
M4-FUNG-0494:activation.productive_developmental_state:77,M4-FUNG-0494,activation.productive_developmental_state,NA for heterologous reconstruction; native developmental state NR,PRESENT,,unreviewed,,77
M4-FUNG-0494:activation.physiological_state:78,M4-FUNG-0494,activation.physiological_state,engineered expression state in Aspergillus oryzae,PRESENT,,unreviewed,S003; S005,78
M4-FUNG-0494:activation.environmental_trigger:79,M4-FUNG-0494,activation.environmental_trigger,NR,NR,,missingness_only,,79
M4-FUNG-0494:activation.ecological_trigger:80,M4-FUNG-0494,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0494:activation.temporal_window:81,M4-FUNG-0494,activation.temporal_window,endpoint after heterologous cultivation / enzyme-module combinations,PRESENT,,unreviewed,S003,81
M4-FUNG-0494:activation.spatial_context:83,M4-FUNG-0494,activation.spatial_context,NR,NR,,missingness_only,,83
M4-FUNG-0494:activation.culture_architecture:84,M4-FUNG-0494,activation.culture_architecture,Aspergillus oryzae heterologous pathway reconstitution,PRESENT,,unreviewed,S003; S005,84
M4-FUNG-0495:taxonomy.phylum:33,M4-FUNG-0495,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S001,33
M4-FUNG-0495:taxonomy.class:34,M4-FUNG-0495,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0495:taxonomy.order:35,M4-FUNG-0495,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0495:taxonomy.family:36,M4-FUNG-0495,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0495:taxonomy.genus:37,M4-FUNG-0495,taxonomy.genus,Penicillium,PRESENT,Penicillium,exact_taxonomic_string,S001,37
M4-FUNG-0495:organism.pathotype_or_ecotype:38,M4-FUNG-0495,organism.pathotype_or_ecotype,,UNSET,,missingness_only,,38
M4-FUNG-0495:ecology.lifestyle:39,M4-FUNG-0495,ecology.lifestyle,,UNSET,,missingness_only,,39
M4-FUNG-0495:ecology.host_or_environment:40,M4-FUNG-0495,ecology.host_or_environment,,UNSET,,missingness_only,,40
M4-FUNG-0495:biosynthesis.database_class:49,M4-FUNG-0495,biosynthesis.database_class,terpene (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0495:biosynthesis.refined_class:50,M4-FUNG-0495,biosynthesis.refined_class,meroterpenoid / isoprenoid epoxycyclohexenone pathway with late membrane-bound terpene cyclization,PRESENT,,unreviewed,S003,50
M4-FUNG-0495:genome.chromosome_context:53,M4-FUNG-0495,genome.chromosome_context,,UNSET,,missingness_only,,53
M4-FUNG-0495:genome.accessory_chromosome_status:54,M4-FUNG-0495,genome.accessory_chromosome_status,,UNSET,,missingness_only,,54
M4-FUNG-0495:genome.copy_number_context:55,M4-FUNG-0495,genome.copy_number_context,,UNSET,,missingness_only,,55
M4-FUNG-0495:genome.repeat_context:56,M4-FUNG-0495,genome.repeat_context,,UNSET,,missingness_only,,56
M4-FUNG-0495:chemistry.product_family:62,M4-FUNG-0495,chemistry.product_family,macrophorin / isoprenoid epoxycyclohexenone meroterpenoids,PRESENT,,unreviewed,S003,62
M4-FUNG-0495:chemistry.primary_product:63,M4-FUNG-0495,chemistry.primary_product,4-oxomacrophorin A; macrophorin A; 5'-epimacrophorin B,PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0495:chemistry.chemical_class:65,M4-FUNG-0495,chemistry.chemical_class,meroterpenoid isoprenoid epoxycyclohexenones,PRESENT,,unreviewed,S003,65
M4-FUNG-0495:biology.biological_role:66,M4-FUNG-0495,biology.biological_role,NR,NR,,missingness_only,,66
M4-FUNG-0495:activation.native_pathway_state:68,M4-FUNG-0495,activation.native_pathway_state,native pathway genetically validated in P. terrestre LM2,PRESENT,,unreviewed,S003,68
M4-FUNG-0495:activation.extracellular_recovery:70,M4-FUNG-0495,activation.extracellular_recovery,,UNSET,,missingness_only,,70
M4-FUNG-0495:activation.productive_developmental_state:77,M4-FUNG-0495,activation.productive_developmental_state,NR,NR,,missingness_only,,77
M4-FUNG-0495:activation.physiological_state:78,M4-FUNG-0495,activation.physiological_state,engineered macR-overexpression state and native LM2 comparison,PRESENT,,unreviewed,S003,78
M4-FUNG-0495:activation.environmental_trigger:79,M4-FUNG-0495,activation.environmental_trigger,,UNSET,,missingness_only,,79
M4-FUNG-0495:activation.ecological_trigger:80,M4-FUNG-0495,activation.ecological_trigger,,UNSET,,missingness_only,,80
M4-FUNG-0495:activation.temporal_window:81,M4-FUNG-0495,activation.temporal_window,,UNSET,,missingness_only,,81
M4-FUNG-0495:activation.spatial_context:83,M4-FUNG-0495,activation.spatial_context,,UNSET,,missingness_only,,83
M4-FUNG-0495:activation.culture_architecture:84,M4-FUNG-0495,activation.culture_architecture,,UNSET,,missingness_only,,84
M4-FUNG-0496:taxonomy.phylum:33,M4-FUNG-0496,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S001,33
M4-FUNG-0496:taxonomy.class:34,M4-FUNG-0496,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0496:taxonomy.order:35,M4-FUNG-0496,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0496:taxonomy.family:36,M4-FUNG-0496,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0496:taxonomy.genus:37,M4-FUNG-0496,taxonomy.genus,Penicillium,PRESENT,Penicillium,exact_taxonomic_string,S001,37
M4-FUNG-0496:organism.pathotype_or_ecotype:38,M4-FUNG-0496,organism.pathotype_or_ecotype,,UNSET,,missingness_only,,38
M4-FUNG-0496:ecology.lifestyle:39,M4-FUNG-0496,ecology.lifestyle,,UNSET,,missingness_only,,39
M4-FUNG-0496:ecology.host_or_environment:40,M4-FUNG-0496,ecology.host_or_environment,,UNSET,,missingness_only,,40
M4-FUNG-0496:biosynthesis.database_class:49,M4-FUNG-0496,biosynthesis.database_class,PKS (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0496:biosynthesis.refined_class:50,M4-FUNG-0496,biosynthesis.refined_class,mycophenolic-acid polyketide/terpenoid hybrid pathway; seven-gene mpaA/B/C/DE/F/G/H cluster,PRESENT,,unreviewed,S003,50
M4-FUNG-0496:genome.chromosome_context:53,M4-FUNG-0496,genome.chromosome_context,,UNSET,,missingness_only,,53
M4-FUNG-0496:genome.accessory_chromosome_status:54,M4-FUNG-0496,genome.accessory_chromosome_status,,UNSET,,missingness_only,,54
M4-FUNG-0496:genome.copy_number_context:55,M4-FUNG-0496,genome.copy_number_context,,UNSET,,missingness_only,,55
M4-FUNG-0496:genome.repeat_context:56,M4-FUNG-0496,genome.repeat_context,,UNSET,,missingness_only,,56
M4-FUNG-0496:chemistry.product_family:62,M4-FUNG-0496,chemistry.product_family,mycophenolic acid,PRESENT,,unreviewed,S003,62
M4-FUNG-0496:chemistry.primary_product:63,M4-FUNG-0496,chemistry.primary_product,mycophenolic acid,PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0496:chemistry.chemical_class:65,M4-FUNG-0496,chemistry.chemical_class,polyketide-derived meroterpenoid / IMPDH inhibitor,PRESENT,,unreviewed,S003,65
M4-FUNG-0496:biology.biological_role:66,M4-FUNG-0496,biology.biological_role,fungal secondary metabolite; ecological role NR,PRESENT,,unreviewed,S003,66
M4-FUNG-0496:activation.native_pathway_state:68,M4-FUNG-0496,activation.native_pathway_state,strain-dependent native production,PRESENT,,unreviewed,S003,68
M4-FUNG-0496:activation.extracellular_recovery:70,M4-FUNG-0496,activation.extracellular_recovery,,UNSET,,missingness_only,,70
M4-FUNG-0496:activation.productive_developmental_state:77,M4-FUNG-0496,activation.productive_developmental_state,vegetative culture,PRESENT,,unreviewed,S003,77
M4-FUNG-0496:activation.physiological_state:78,M4-FUNG-0496,activation.physiological_state,high- versus low-MPA strain state,PRESENT,,unreviewed,S003,78
M4-FUNG-0496:activation.environmental_trigger:79,M4-FUNG-0496,activation.environmental_trigger,,UNSET,,missingness_only,,79
M4-FUNG-0496:activation.ecological_trigger:80,M4-FUNG-0496,activation.ecological_trigger,,UNSET,,missingness_only,,80
M4-FUNG-0496:activation.temporal_window:81,M4-FUNG-0496,activation.temporal_window,,UNSET,,missingness_only,,81
M4-FUNG-0496:activation.spatial_context:83,M4-FUNG-0496,activation.spatial_context,,UNSET,,missingness_only,,83
M4-FUNG-0496:activation.culture_architecture:84,M4-FUNG-0496,activation.culture_architecture,,UNSET,,missingness_only,,84
M4-FUNG-0497:taxonomy.phylum:33,M4-FUNG-0497,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S001,33
M4-FUNG-0497:taxonomy.class:34,M4-FUNG-0497,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0497:taxonomy.order:35,M4-FUNG-0497,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0497:taxonomy.family:36,M4-FUNG-0497,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0497:taxonomy.genus:37,M4-FUNG-0497,taxonomy.genus,Penicillium,PRESENT,Penicillium,exact_taxonomic_string,S001,37
M4-FUNG-0497:organism.pathotype_or_ecotype:38,M4-FUNG-0497,organism.pathotype_or_ecotype,,UNSET,,missingness_only,,38
M4-FUNG-0497:ecology.lifestyle:39,M4-FUNG-0497,ecology.lifestyle,,UNSET,,missingness_only,,39
M4-FUNG-0497:ecology.host_or_environment:40,M4-FUNG-0497,ecology.host_or_environment,,UNSET,,missingness_only,,40
M4-FUNG-0497:biosynthesis.database_class:49,M4-FUNG-0497,biosynthesis.database_class,NRPS (Type I),PRESENT,,unreviewed,S001,49
M4-FUNG-0497:biosynthesis.refined_class:50,M4-FUNG-0497,biosynthesis.refined_class,cyclic α-nitro tripeptide NRPS pathway,PRESENT,,unreviewed,S003,50
M4-FUNG-0497:genome.chromosome_context:53,M4-FUNG-0497,genome.chromosome_context,,UNSET,,missingness_only,,53
M4-FUNG-0497:genome.accessory_chromosome_status:54,M4-FUNG-0497,genome.accessory_chromosome_status,,UNSET,,missingness_only,,54
M4-FUNG-0497:genome.copy_number_context:55,M4-FUNG-0497,genome.copy_number_context,,UNSET,,missingness_only,,55
M4-FUNG-0497:genome.repeat_context:56,M4-FUNG-0497,genome.repeat_context,,UNSET,,missingness_only,,56
M4-FUNG-0497:chemistry.product_family:62,M4-FUNG-0497,chemistry.product_family,psychrophilins A-I,PRESENT,,unreviewed,S001; S003,62
M4-FUNG-0497:chemistry.primary_product:63,M4-FUNG-0497,chemistry.primary_product,psychrophilin B,PRESENT,,unreviewed,S003,63
M4-FUNG-0497:chemistry.chemical_class:65,M4-FUNG-0497,chemistry.chemical_class,α-nitro-containing cyclic tripeptides,PRESENT,,unreviewed,S003,65
M4-FUNG-0497:biology.biological_role:66,M4-FUNG-0497,biology.biological_role,NR,NR,,missingness_only,,66
M4-FUNG-0497:activation.native_pathway_state:68,M4-FUNG-0497,activation.native_pathway_state,native production with knockout-based pathway analysis,PRESENT,,unreviewed,S003,68
M4-FUNG-0497:activation.extracellular_recovery:70,M4-FUNG-0497,activation.extracellular_recovery,,UNSET,,missingness_only,,70
M4-FUNG-0497:activation.productive_developmental_state:77,M4-FUNG-0497,activation.productive_developmental_state,,UNSET,,missingness_only,,77
M4-FUNG-0497:activation.physiological_state:78,M4-FUNG-0497,activation.physiological_state,,UNSET,,missingness_only,,78
M4-FUNG-0497:activation.environmental_trigger:79,M4-FUNG-0497,activation.environmental_trigger,,UNSET,,missingness_only,,79
M4-FUNG-0497:activation.ecological_trigger:80,M4-FUNG-0497,activation.ecological_trigger,,UNSET,,missingness_only,,80
M4-FUNG-0497:activation.temporal_window:81,M4-FUNG-0497,activation.temporal_window,,UNSET,,missingness_only,,81
M4-FUNG-0497:activation.spatial_context:83,M4-FUNG-0497,activation.spatial_context,,UNSET,,missingness_only,,83
M4-FUNG-0497:activation.culture_architecture:84,M4-FUNG-0497,activation.culture_architecture,,UNSET,,missingness_only,,84
M4-FUNG-0498:taxonomy.phylum:33,M4-FUNG-0498,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S001,33
M4-FUNG-0498:taxonomy.class:34,M4-FUNG-0498,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0498:taxonomy.order:35,M4-FUNG-0498,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0498:taxonomy.family:36,M4-FUNG-0498,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0498:taxonomy.genus:37,M4-FUNG-0498,taxonomy.genus,Penicillium,PRESENT,Penicillium,exact_taxonomic_string,S001,37
M4-FUNG-0498:organism.pathotype_or_ecotype:38,M4-FUNG-0498,organism.pathotype_or_ecotype,,UNSET,,missingness_only,,38
M4-FUNG-0498:ecology.lifestyle:39,M4-FUNG-0498,ecology.lifestyle,,UNSET,,missingness_only,,39
M4-FUNG-0498:ecology.host_or_environment:40,M4-FUNG-0498,ecology.host_or_environment,,UNSET,,missingness_only,,40
M4-FUNG-0498:biosynthesis.database_class:49,M4-FUNG-0498,biosynthesis.database_class,terpene (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0498:biosynthesis.refined_class:50,M4-FUNG-0498,biosynthesis.refined_class,indole-diterpene penitrem pathway; distributed/two-cluster programme with paspaline core and oxidative/prenyl tailoring,PRESENT,,unreviewed,S003; S004,50
M4-FUNG-0498:genome.chromosome_context:53,M4-FUNG-0498,genome.chromosome_context,,UNSET,,missingness_only,,53
M4-FUNG-0498:genome.accessory_chromosome_status:54,M4-FUNG-0498,genome.accessory_chromosome_status,,UNSET,,missingness_only,,54
M4-FUNG-0498:genome.copy_number_context:55,M4-FUNG-0498,genome.copy_number_context,,UNSET,,missingness_only,,55
M4-FUNG-0498:genome.repeat_context:56,M4-FUNG-0498,genome.repeat_context,,UNSET,,missingness_only,,56
M4-FUNG-0498:chemistry.product_family:62,M4-FUNG-0498,chemistry.product_family,penitrems,PRESENT,,unreviewed,S003; S004,62
M4-FUNG-0498:chemistry.primary_product:63,M4-FUNG-0498,chemistry.primary_product,penitrem A,PRESENT,,unreviewed,S003; S004,63
M4-FUNG-0498:chemistry.chemical_class:65,M4-FUNG-0498,chemistry.chemical_class,tremorgenic indole diterpenes,PRESENT,,unreviewed,S003,65
