facet_id,dossier_id,facet_axis,raw_value,missingness_state,normalized_value,normalization_status,source_ids,source_row
M4-FUNG-0541:genome.repeat_context:56,M4-FUNG-0541,genome.repeat_context,cluster deletions occur naturally in some nonproducing isolates,PRESENT,,unreviewed,,56
M4-FUNG-0541:chemistry.product_family:62,M4-FUNG-0541,chemistry.product_family,fumonisins,PRESENT,,unreviewed,,62
M4-FUNG-0541:chemistry.primary_product:63,M4-FUNG-0541,chemistry.primary_product,fumonisin B2,PRESENT,,unreviewed,,63
M4-FUNG-0541:chemistry.chemical_class:65,M4-FUNG-0541,chemistry.chemical_class,aminopolyol polyketide mycotoxins,PRESENT,,unreviewed,,65
M4-FUNG-0541:biology.biological_role:66,M4-FUNG-0541,biology.biological_role,mycotoxin,PRESENT,,unreviewed,,66
M4-FUNG-0541:activation.native_pathway_state:68,M4-FUNG-0541,activation.native_pathway_state,native production in producing isolates,PRESENT,,unreviewed,,68
M4-FUNG-0541:activation.extracellular_recovery:70,M4-FUNG-0541,activation.extracellular_recovery,culture extracts,PRESENT,,unreviewed,,70
M4-FUNG-0541:activation.productive_developmental_state:77,M4-FUNG-0541,activation.productive_developmental_state,laboratory fungal culture,PRESENT,,unreviewed,,77
M4-FUNG-0541:activation.physiological_state:78,M4-FUNG-0541,activation.physiological_state,fumonisin-producing isolate state,PRESENT,,unreviewed,,78
M4-FUNG-0541:activation.environmental_trigger:79,M4-FUNG-0541,activation.environmental_trigger,genotype/isolate-dependent fum cluster integrity,PRESENT,,unreviewed,,79
M4-FUNG-0541:activation.ecological_trigger:80,M4-FUNG-0541,activation.ecological_trigger,grape-associated ecology contextual,PRESENT,,unreviewed,,80
M4-FUNG-0541:activation.temporal_window:81,M4-FUNG-0541,activation.temporal_window,NR,NR,,missingness_only,,81
M4-FUNG-0541:activation.spatial_context:83,M4-FUNG-0541,activation.spatial_context,NR,NR,,missingness_only,,83
M4-FUNG-0541:activation.culture_architecture:84,M4-FUNG-0541,activation.culture_architecture,isolate culture and comparative genomics,PRESENT,,unreviewed,,84
M4-FUNG-0542:taxonomy.phylum:33,M4-FUNG-0542,taxonomy.phylum,Basidiomycota,PRESENT,Basidiomycota,exact_taxonomic_string,,33
M4-FUNG-0542:taxonomy.class:34,M4-FUNG-0542,taxonomy.class,Agaricomycetes,PRESENT,Agaricomycetes,exact_taxonomic_string,,34
M4-FUNG-0542:taxonomy.order:35,M4-FUNG-0542,taxonomy.order,Polyporales,PRESENT,Polyporales,exact_taxonomic_string,,35
M4-FUNG-0542:taxonomy.family:36,M4-FUNG-0542,taxonomy.family,Fomitopsidaceae,PRESENT,Fomitopsidaceae,exact_taxonomic_string,,36
M4-FUNG-0542:taxonomy.genus:37,M4-FUNG-0542,taxonomy.genus,Taiwanofungus,PRESENT,Taiwanofungus,exact_taxonomic_string,,37
M4-FUNG-0542:organism.pathotype_or_ecotype:38,M4-FUNG-0542,organism.pathotype_or_ecotype,medicinal mushroom,PRESENT,,unreviewed,,38
M4-FUNG-0542:ecology.lifestyle:39,M4-FUNG-0542,ecology.lifestyle,wood-decaying basidiomycete,PRESENT,,unreviewed,,39
M4-FUNG-0542:ecology.host_or_environment:40,M4-FUNG-0542,ecology.host_or_environment,medicinal mushroom culture; paper uses Antrodia cinnamomea synonymy,PRESENT,,unreviewed,,40
M4-FUNG-0542:biosynthesis.database_class:49,M4-FUNG-0542,biosynthesis.database_class,terpene (Sesquiterpene),PRESENT,,unreviewed,,49
M4-FUNG-0542:biosynthesis.refined_class:50,M4-FUNG-0542,biosynthesis.refined_class,antrocin sesquiterpene cluster with dual-functional HAD-like terpene cyclases,PRESENT,,unreviewed,,50
M4-FUNG-0542:genome.chromosome_context:53,M4-FUNG-0542,genome.chromosome_context,genome assembly region,PRESENT,,unreviewed,,53
M4-FUNG-0542:genome.accessory_chromosome_status:54,M4-FUNG-0542,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0542:genome.copy_number_context:55,M4-FUNG-0542,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0542:genome.repeat_context:56,M4-FUNG-0542,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0542:chemistry.product_family:62,M4-FUNG-0542,chemistry.product_family,antrocin/cyclofarnesoid sesquiterpenes,PRESENT,,unreviewed,,62
M4-FUNG-0542:chemistry.primary_product:63,M4-FUNG-0542,chemistry.primary_product,(-)-antrocin,PRESENT,,unreviewed,,63
M4-FUNG-0542:chemistry.chemical_class:65,M4-FUNG-0542,chemistry.chemical_class,drimane/cyclofarnesoid sesquiterpenoids,PRESENT,,unreviewed,,65
M4-FUNG-0542:biology.biological_role:66,M4-FUNG-0542,biology.biological_role,secondary metabolite,PRESENT,,unreviewed,,66
M4-FUNG-0542:activation.native_pathway_state:68,M4-FUNG-0542,activation.native_pathway_state,native mushroom product with heterologously reconstructed pathway,PRESENT,,unreviewed,,68
M4-FUNG-0542:activation.extracellular_recovery:70,M4-FUNG-0542,activation.extracellular_recovery,culture/heterologous extracts,PRESENT,,unreviewed,,70
M4-FUNG-0542:activation.productive_developmental_state:77,M4-FUNG-0542,activation.productive_developmental_state,heterologous expression / biochemical assay,PRESENT,,unreviewed,,77
M4-FUNG-0542:activation.physiological_state:78,M4-FUNG-0542,activation.physiological_state,defined FPP substrate state,PRESENT,,unreviewed,,78
M4-FUNG-0542:activation.environmental_trigger:79,M4-FUNG-0542,activation.environmental_trigger,NR,NR,,missingness_only,,79
M4-FUNG-0542:activation.ecological_trigger:80,M4-FUNG-0542,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0542:activation.temporal_window:81,M4-FUNG-0542,activation.temporal_window,NR,NR,,missingness_only,,81
M4-FUNG-0542:activation.spatial_context:83,M4-FUNG-0542,activation.spatial_context,NA for enzyme assays,PRESENT,,unreviewed,,83
M4-FUNG-0542:activation.culture_architecture:84,M4-FUNG-0542,activation.culture_architecture,heterologous pathway reconstruction and cell-free enzymology,PRESENT,,unreviewed,,84
M4-FUNG-0543:taxonomy.phylum:33,M4-FUNG-0543,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,,33
M4-FUNG-0543:taxonomy.class:34,M4-FUNG-0543,taxonomy.class,Sordariomycetes,PRESENT,Sordariomycetes,exact_taxonomic_string,,34
M4-FUNG-0543:taxonomy.order:35,M4-FUNG-0543,taxonomy.order,Xylariales,PRESENT,Xylariales,exact_taxonomic_string,,35
M4-FUNG-0543:taxonomy.family:36,M4-FUNG-0543,taxonomy.family,Sporocadaceae,PRESENT,Sporocadaceae,exact_taxonomic_string,,36
M4-FUNG-0543:taxonomy.genus:37,M4-FUNG-0543,taxonomy.genus,Pestalotiopsis,PRESENT,Pestalotiopsis,exact_taxonomic_string,,37
M4-FUNG-0543:organism.pathotype_or_ecotype:38,M4-FUNG-0543,organism.pathotype_or_ecotype,plant endophyte,PRESENT,,unreviewed,,38
M4-FUNG-0543:ecology.lifestyle:39,M4-FUNG-0543,ecology.lifestyle,endophytic fungus,PRESENT,,unreviewed,,39
M4-FUNG-0543:ecology.host_or_environment:40,M4-FUNG-0543,ecology.host_or_environment,plant-associated isolate,PRESENT,,unreviewed,,40
M4-FUNG-0543:biosynthesis.database_class:49,M4-FUNG-0543,biosynthesis.database_class,NRPS (Type I); PKS (Type I),PRESENT,,unreviewed,,49
M4-FUNG-0543:biosynthesis.refined_class:50,M4-FUNG-0543,biosynthesis.refined_class,single NRPS-PKS hybrid naringenin synthetase FnsA,PRESENT,,unreviewed,,50
M4-FUNG-0543:genome.chromosome_context:53,M4-FUNG-0543,genome.chromosome_context,genome scaffold KI912111.1,PRESENT,,unreviewed,,53
M4-FUNG-0543:genome.accessory_chromosome_status:54,M4-FUNG-0543,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0543:genome.copy_number_context:55,M4-FUNG-0543,genome.copy_number_context,single-gene canonical representation,PRESENT,,unreviewed,,55
M4-FUNG-0543:genome.repeat_context:56,M4-FUNG-0543,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0543:chemistry.product_family:62,M4-FUNG-0543,chemistry.product_family,flavonoids,PRESENT,,unreviewed,,62
M4-FUNG-0543:chemistry.primary_product:63,M4-FUNG-0543,chemistry.primary_product,naringenin,PRESENT,,unreviewed,,63
M4-FUNG-0543:chemistry.chemical_class:65,M4-FUNG-0543,chemistry.chemical_class,flavanone / chalcone,PRESENT,,unreviewed,,65
M4-FUNG-0543:biology.biological_role:66,M4-FUNG-0543,biology.biological_role,secondary metabolite / flavonoid precursor,PRESENT,,unreviewed,,66
M4-FUNG-0543:activation.native_pathway_state:68,M4-FUNG-0543,activation.native_pathway_state,FnsA activity established heterologously and in vitro,PRESENT,,unreviewed,,68
M4-FUNG-0543:activation.extracellular_recovery:70,M4-FUNG-0543,activation.extracellular_recovery,heterologous culture extracts,PRESENT,,unreviewed,,70
M4-FUNG-0543:activation.productive_developmental_state:77,M4-FUNG-0543,activation.productive_developmental_state,heterologous fungal/yeast expression,PRESENT,,unreviewed,,77
M4-FUNG-0543:activation.physiological_state:78,M4-FUNG-0543,activation.physiological_state,defined precursor-fed state,PRESENT,,unreviewed,,78
M4-FUNG-0543:activation.environmental_trigger:79,M4-FUNG-0543,activation.environmental_trigger,p-coumaric acid or p-hydroxybenzoic acid starter availability,PRESENT,,unreviewed,,79
M4-FUNG-0543:activation.ecological_trigger:80,M4-FUNG-0543,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0543:activation.temporal_window:81,M4-FUNG-0543,activation.temporal_window,NR,NR,,missingness_only,,81
M4-FUNG-0543:activation.spatial_context:83,M4-FUNG-0543,activation.spatial_context,NA,NA,,missingness_only,,83
M4-FUNG-0543:activation.culture_architecture:84,M4-FUNG-0543,activation.culture_architecture,A. nidulans and S. cerevisiae reconstruction plus in-vitro assay,PRESENT,,unreviewed,,84
M4-FUNG-0544:taxonomy.phylum:33,M4-FUNG-0544,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,,33
M4-FUNG-0544:taxonomy.class:34,M4-FUNG-0544,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,,34
M4-FUNG-0544:taxonomy.order:35,M4-FUNG-0544,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,,35
M4-FUNG-0544:taxonomy.family:36,M4-FUNG-0544,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,,36
M4-FUNG-0544:taxonomy.genus:37,M4-FUNG-0544,taxonomy.genus,Penicillium,PRESENT,Penicillium,exact_taxonomic_string,,37
M4-FUNG-0544:organism.pathotype_or_ecotype:38,M4-FUNG-0544,organism.pathotype_or_ecotype,NR,NR,,missingness_only,,38
M4-FUNG-0544:ecology.lifestyle:39,M4-FUNG-0544,ecology.lifestyle,soil-borne filamentous fungus,PRESENT,,unreviewed,,39
M4-FUNG-0544:ecology.host_or_environment:40,M4-FUNG-0544,ecology.host_or_environment,soil isolate / laboratory culture,PRESENT,,unreviewed,,40
M4-FUNG-0544:biosynthesis.database_class:49,M4-FUNG-0544,biosynthesis.database_class,PKS (aromatic); terpene (sesquiterpene),PRESENT,,unreviewed,,49
M4-FUNG-0544:biosynthesis.refined_class:50,M4-FUNG-0544,biosynthesis.refined_class,austalide meroterpenoid ast cluster,PRESENT,,unreviewed,,50
M4-FUNG-0544:genome.chromosome_context:53,M4-FUNG-0544,genome.chromosome_context,genome scaffold LXJU01000010.1,PRESENT,,unreviewed,,53
M4-FUNG-0544:genome.accessory_chromosome_status:54,M4-FUNG-0544,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0544:genome.copy_number_context:55,M4-FUNG-0544,genome.copy_number_context,single ast locus,PRESENT,,unreviewed,,55
M4-FUNG-0544:genome.repeat_context:56,M4-FUNG-0544,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0544:chemistry.product_family:62,M4-FUNG-0544,chemistry.product_family,austalide meroterpenoids,PRESENT,,unreviewed,,62
M4-FUNG-0544:chemistry.primary_product:63,M4-FUNG-0544,chemistry.primary_product,austalide F / 6'-O-demethyl-dihydroaustalide K pathway series,PRESENT,,unreviewed,,63
M4-FUNG-0544:chemistry.chemical_class:65,M4-FUNG-0544,chemistry.chemical_class,phthalide-derived polyketide-sesquiterpenoid meroterpenoids,PRESENT,,unreviewed,,65
M4-FUNG-0544:biology.biological_role:66,M4-FUNG-0544,biology.biological_role,secondary metabolites,PRESENT,,unreviewed,,66
M4-FUNG-0544:activation.native_pathway_state:68,M4-FUNG-0544,activation.native_pathway_state,native production with heterologous/in-vitro pathway reconstruction,PRESENT,,unreviewed,,68
M4-FUNG-0544:activation.extracellular_recovery:70,M4-FUNG-0544,activation.extracellular_recovery,heterologous culture/mycelial extracts and purified products,PRESENT,,unreviewed,,70
M4-FUNG-0544:activation.productive_developmental_state:77,M4-FUNG-0544,activation.productive_developmental_state,heterologous fungal and cell-free biochemical states,PRESENT,,unreviewed,,77
M4-FUNG-0544:activation.physiological_state:78,M4-FUNG-0544,activation.physiological_state,defined staged pathway reconstruction,PRESENT,,unreviewed,,78
M4-FUNG-0544:activation.environmental_trigger:79,M4-FUNG-0544,activation.environmental_trigger,NR,NR,,missingness_only,,79
M4-FUNG-0544:activation.ecological_trigger:80,M4-FUNG-0544,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0544:activation.temporal_window:81,M4-FUNG-0544,activation.temporal_window,NR,NR,,missingness_only,,81
M4-FUNG-0544:activation.spatial_context:83,M4-FUNG-0544,activation.spatial_context,NA for cell-free assays,PRESENT,,unreviewed,,83
M4-FUNG-0544:activation.culture_architecture:84,M4-FUNG-0544,activation.culture_architecture,A. oryzae NSAR1 expression plus E. coli-produced Ast enzymes,PRESENT,,unreviewed,,84
M4-FUNG-0545:taxonomy.phylum:33,M4-FUNG-0545,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,,33
M4-FUNG-0545:taxonomy.class:34,M4-FUNG-0545,taxonomy.class,Sordariomycetes,PRESENT,Sordariomycetes,exact_taxonomic_string,,34
M4-FUNG-0545:taxonomy.order:35,M4-FUNG-0545,taxonomy.order,Hypocreales,PRESENT,Hypocreales,exact_taxonomic_string,,35
M4-FUNG-0545:taxonomy.family:36,M4-FUNG-0545,taxonomy.family,Ophiocordycipitaceae,PRESENT,Ophiocordycipitaceae,exact_taxonomic_string,,36
M4-FUNG-0545:taxonomy.genus:37,M4-FUNG-0545,taxonomy.genus,Albophoma,PRESENT,Albophoma,exact_taxonomic_string,,37
M4-FUNG-0545:organism.pathotype_or_ecotype:38,M4-FUNG-0545,organism.pathotype_or_ecotype,NR,NR,,missingness_only,,38
M4-FUNG-0545:ecology.lifestyle:39,M4-FUNG-0545,ecology.lifestyle,filamentous fungus,PRESENT,,unreviewed,,39
M4-FUNG-0545:ecology.host_or_environment:40,M4-FUNG-0545,ecology.host_or_environment,laboratory isolate; paper uses Tolypocladium album nomenclature,PRESENT,,unreviewed,,40
M4-FUNG-0545:biosynthesis.database_class:49,M4-FUNG-0545,biosynthesis.database_class,terpene (Diterpene),PRESENT,,unreviewed,,49
M4-FUNG-0545:biosynthesis.refined_class:50,M4-FUNG-0545,biosynthesis.refined_class,indole sesquiterpene SES cluster with functional crosstalk to indole diterpene TER cluster,PRESENT,,unreviewed,,50
M4-FUNG-0545:genome.chromosome_context:53,M4-FUNG-0545,genome.chromosome_context,genome scaffold BCKH01000011,PRESENT,,unreviewed,,53
M4-FUNG-0545:genome.accessory_chromosome_status:54,M4-FUNG-0545,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0545:genome.copy_number_context:55,M4-FUNG-0545,genome.copy_number_context,two discrete indole-terpenoid clusters coexist in genome,PRESENT,,unreviewed,,55
M4-FUNG-0545:genome.repeat_context:56,M4-FUNG-0545,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0545:chemistry.product_family:62,M4-FUNG-0545,chemistry.product_family,indole sesquiterpenes / cross-cluster indole terpenoids,PRESENT,,unreviewed,,62
M4-FUNG-0545:chemistry.primary_product:63,M4-FUNG-0545,chemistry.primary_product,prelecanindole,PRESENT,,unreviewed,,63
M4-FUNG-0545:chemistry.chemical_class:65,M4-FUNG-0545,chemistry.chemical_class,indole terpenoids,PRESENT,,unreviewed,,65
M4-FUNG-0545:biology.biological_role:66,M4-FUNG-0545,biology.biological_role,secondary metabolites,PRESENT,,unreviewed,,66
M4-FUNG-0545:activation.native_pathway_state:68,M4-FUNG-0545,activation.native_pathway_state,heterologous SES reconstruction; some products require access to TER-derived substrates,PRESENT,,unreviewed,,68
M4-FUNG-0545:activation.extracellular_recovery:70,M4-FUNG-0545,activation.extracellular_recovery,heterologous culture extracts,PRESENT,,unreviewed,,70
M4-FUNG-0545:activation.productive_developmental_state:77,M4-FUNG-0545,activation.productive_developmental_state,P. paxilli heterologous expression,PRESENT,,unreviewed,,77
M4-FUNG-0545:activation.physiological_state:78,M4-FUNG-0545,activation.physiological_state,engineered indole-terpenoid substrate state,PRESENT,,unreviewed,,78
M4-FUNG-0545:activation.environmental_trigger:79,M4-FUNG-0545,activation.environmental_trigger,availability of SES- or TER-derived indole-terpenoid substrates,PRESENT,,unreviewed,,79
M4-FUNG-0545:activation.ecological_trigger:80,M4-FUNG-0545,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0545:activation.temporal_window:81,M4-FUNG-0545,activation.temporal_window,NR,NR,,missingness_only,,81
M4-FUNG-0545:activation.spatial_context:83,M4-FUNG-0545,activation.spatial_context,NA,NA,,missingness_only,,83
M4-FUNG-0545:activation.culture_architecture:84,M4-FUNG-0545,activation.culture_architecture,IDT-cluster-deficient P. paxilli CY2 and pathway-combination strains,PRESENT,,unreviewed,,84
M4-FUNG-0546:taxonomy.phylum:33,M4-FUNG-0546,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,,33
M4-FUNG-0546:taxonomy.class:34,M4-FUNG-0546,taxonomy.class,Lecanoromycetes,PRESENT,Lecanoromycetes,exact_taxonomic_string,,34
M4-FUNG-0546:taxonomy.order:35,M4-FUNG-0546,taxonomy.order,Umbilicariales,PRESENT,Umbilicariales,exact_taxonomic_string,,35
M4-FUNG-0546:taxonomy.family:36,M4-FUNG-0546,taxonomy.family,Umbilicariaceae,PRESENT,Umbilicariaceae,exact_taxonomic_string,,36
M4-FUNG-0546:taxonomy.genus:37,M4-FUNG-0546,taxonomy.genus,Umbilicaria,PRESENT,Umbilicaria,exact_taxonomic_string,,37
M4-FUNG-0546:organism.pathotype_or_ecotype:38,M4-FUNG-0546,organism.pathotype_or_ecotype,lichen-forming fungus,PRESENT,,unreviewed,,38
M4-FUNG-0546:ecology.lifestyle:39,M4-FUNG-0546,ecology.lifestyle,lichenized fungus,PRESENT,,unreviewed,,39
M4-FUNG-0546:ecology.host_or_environment:40,M4-FUNG-0546,ecology.host_or_environment,lichen thallus / isolated mycobiont genomes,PRESENT,,unreviewed,,40
M4-FUNG-0546:biosynthesis.database_class:49,M4-FUNG-0546,biosynthesis.database_class,PKS (Type I),PRESENT,,unreviewed,,49
M4-FUNG-0546:biosynthesis.refined_class:50,M4-FUNG-0546,biosynthesis.refined_class,candidate nonreducing PKS16 tridepside cluster,PRESENT,,unreviewed,,50
M4-FUNG-0546:genome.chromosome_context:53,M4-FUNG-0546,genome.chromosome_context,representative U. deusta genomic region,PRESENT,,unreviewed,,53
M4-FUNG-0546:genome.accessory_chromosome_status:54,M4-FUNG-0546,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0546:genome.copy_number_context:55,M4-FUNG-0546,genome.copy_number_context,single most-likely PKS candidate per studied species,PRESENT,,unreviewed,,55
M4-FUNG-0546:genome.repeat_context:56,M4-FUNG-0546,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0546:chemistry.product_family:62,M4-FUNG-0546,chemistry.product_family,lichen depsides,PRESENT,,unreviewed,,62
M4-FUNG-0546:chemistry.primary_product:63,M4-FUNG-0546,chemistry.primary_product,gyrophoric acid,PRESENT,,unreviewed,,63
M4-FUNG-0546:chemistry.chemical_class:65,M4-FUNG-0546,chemistry.chemical_class,tridepside polyketide,PRESENT,,unreviewed,,65
M4-FUNG-0546:biology.biological_role:66,M4-FUNG-0546,biology.biological_role,lichen secondary metabolite,PRESENT,,unreviewed,,66
M4-FUNG-0546:activation.native_pathway_state:68,M4-FUNG-0546,activation.native_pathway_state,native gyrophoric-acid-producing lichens,PRESENT,,unreviewed,,68
M4-FUNG-0546:activation.extracellular_recovery:70,M4-FUNG-0546,activation.extracellular_recovery,native lichen chemistry,PRESENT,,unreviewed,,70
M4-FUNG-0546:activation.productive_developmental_state:77,M4-FUNG-0546,activation.productive_developmental_state,native lichen-producing state,PRESENT,,unreviewed,,77
M4-FUNG-0546:activation.physiological_state:78,M4-FUNG-0546,activation.physiological_state,lichenized/native metabolite state,PRESENT,,unreviewed,,78
M4-FUNG-0546:activation.environmental_trigger:79,M4-FUNG-0546,activation.environmental_trigger,species-level metabolite profile,PRESENT,,unreviewed,,79
M4-FUNG-0546:activation.ecological_trigger:80,M4-FUNG-0546,activation.ecological_trigger,lichen symbiosis contextual,PRESENT,,unreviewed,,80
M4-FUNG-0546:activation.temporal_window:81,M4-FUNG-0546,activation.temporal_window,NR,NR,,missingness_only,,81
M4-FUNG-0546:activation.spatial_context:83,M4-FUNG-0546,activation.spatial_context,lichen thallus,PRESENT,,unreviewed,,83
M4-FUNG-0546:activation.culture_architecture:84,M4-FUNG-0546,activation.culture_architecture,comparative long-read genomics + metabolite phenotype,PRESENT,,unreviewed,,84
M4-FUNG-0547:taxonomy.phylum:33,M4-FUNG-0547,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,,33
M4-FUNG-0547:taxonomy.class:34,M4-FUNG-0547,taxonomy.class,Sordariomycetes,PRESENT,Sordariomycetes,exact_taxonomic_string,,34
M4-FUNG-0547:taxonomy.order:35,M4-FUNG-0547,taxonomy.order,Hypocreales,PRESENT,Hypocreales,exact_taxonomic_string,,35
M4-FUNG-0547:taxonomy.family:36,M4-FUNG-0547,taxonomy.family,Nectriaceae,PRESENT,Nectriaceae,exact_taxonomic_string,,36
M4-FUNG-0547:taxonomy.genus:37,M4-FUNG-0547,taxonomy.genus,Fusarium,PRESENT,Fusarium,exact_taxonomic_string,,37
M4-FUNG-0547:organism.pathotype_or_ecotype:38,M4-FUNG-0547,organism.pathotype_or_ecotype,3-acetyldeoxynivalenol chemotype,PRESENT,,unreviewed,,38
M4-FUNG-0547:ecology.lifestyle:39,M4-FUNG-0547,ecology.lifestyle,cereal plant pathogen,PRESENT,,unreviewed,,39
M4-FUNG-0547:ecology.host_or_environment:40,M4-FUNG-0547,ecology.host_or_environment,laboratory/pathogenic Fusarium strain,PRESENT,,unreviewed,,40
M4-FUNG-0547:biosynthesis.database_class:49,M4-FUNG-0547,biosynthesis.database_class,terpene (Sesquiterpene),PRESENT,,unreviewed,,49
M4-FUNG-0547:biosynthesis.refined_class:50,M4-FUNG-0547,biosynthesis.refined_class,trichothecene Tri5 biosynthetic cluster,PRESENT,,unreviewed,,50
M4-FUNG-0547:genome.chromosome_context:53,M4-FUNG-0547,genome.chromosome_context,genomic Tri5 interval,PRESENT,,unreviewed,,53
M4-FUNG-0547:genome.accessory_chromosome_status:54,M4-FUNG-0547,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0547:genome.copy_number_context:55,M4-FUNG-0547,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0547:genome.repeat_context:56,M4-FUNG-0547,genome.repeat_context,flanked by non-pathway genes,PRESENT,,unreviewed,,56
M4-FUNG-0547:chemistry.product_family:62,M4-FUNG-0547,chemistry.product_family,trichothecenes,PRESENT,,unreviewed,,62
M4-FUNG-0547:chemistry.primary_product:63,M4-FUNG-0547,chemistry.primary_product,3-acetyldeoxynivalenol (3-ADON),PRESENT,,unreviewed,,63
M4-FUNG-0547:chemistry.chemical_class:65,M4-FUNG-0547,chemistry.chemical_class,sesquiterpenoid trichothecene mycotoxin,PRESENT,,unreviewed,,65
M4-FUNG-0547:biology.biological_role:66,M4-FUNG-0547,biology.biological_role,mycotoxin / virulence-associated secondary metabolism,PRESENT,,unreviewed,,66
M4-FUNG-0547:activation.native_pathway_state:68,M4-FUNG-0547,activation.native_pathway_state,native active pathway in F15,PRESENT,,unreviewed,,68
M4-FUNG-0547:activation.extracellular_recovery:70,M4-FUNG-0547,activation.extracellular_recovery,culture/infection extracts,PRESENT,,unreviewed,,70
M4-FUNG-0547:activation.productive_developmental_state:77,M4-FUNG-0547,activation.productive_developmental_state,vegetative/pathogenic growth,PRESENT,,unreviewed,,77
M4-FUNG-0547:activation.physiological_state:78,M4-FUNG-0547,activation.physiological_state,trichothecene-producing state,PRESENT,,unreviewed,,78
M4-FUNG-0547:activation.environmental_trigger:79,M4-FUNG-0547,activation.environmental_trigger,NR,NR,,missingness_only,,79
M4-FUNG-0547:activation.ecological_trigger:80,M4-FUNG-0547,activation.ecological_trigger,cereal infection context,PRESENT,,unreviewed,,80
M4-FUNG-0547:activation.temporal_window:81,M4-FUNG-0547,activation.temporal_window,NR,NR,,missingness_only,,81
M4-FUNG-0547:activation.spatial_context:83,M4-FUNG-0547,activation.spatial_context,fungal mycelium / host context,PRESENT,,unreviewed,,83
M4-FUNG-0547:activation.culture_architecture:84,M4-FUNG-0547,activation.culture_architecture,native Fusarium culture,PRESENT,,unreviewed,,84
M4-FUNG-0548:taxonomy.phylum:33,M4-FUNG-0548,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,,33
M4-FUNG-0548:taxonomy.class:34,M4-FUNG-0548,taxonomy.class,Sordariomycetes,PRESENT,Sordariomycetes,exact_taxonomic_string,,34
M4-FUNG-0548:taxonomy.order:35,M4-FUNG-0548,taxonomy.order,Xylariales,PRESENT,Xylariales,exact_taxonomic_string,,35
M4-FUNG-0548:taxonomy.family:36,M4-FUNG-0548,taxonomy.family,Hypoxylaceae,PRESENT,Hypoxylaceae,exact_taxonomic_string,,36
M4-FUNG-0548:taxonomy.genus:37,M4-FUNG-0548,taxonomy.genus,Annulohypoxylon,PRESENT,Annulohypoxylon,exact_taxonomic_string,,37
M4-FUNG-0548:organism.pathotype_or_ecotype:38,M4-FUNG-0548,organism.pathotype_or_ecotype,NR,NR,,missingness_only,,38
M4-FUNG-0548:ecology.lifestyle:39,M4-FUNG-0548,ecology.lifestyle,wood-associated fungus,PRESENT,,unreviewed,,39
M4-FUNG-0548:ecology.host_or_environment:40,M4-FUNG-0548,ecology.host_or_environment,culture collection strain,PRESENT,,unreviewed,,40
M4-FUNG-0548:biosynthesis.database_class:49,M4-FUNG-0548,biosynthesis.database_class,PKS (Type I); terpene (Sesquiterpene),PRESENT,,unreviewed,,49
M4-FUNG-0548:biosynthesis.refined_class:50,M4-FUNG-0548,biosynthesis.refined_class,mfm phthalide-drimane hybrid cluster,PRESENT,,unreviewed,,50
M4-FUNG-0548:genome.chromosome_context:53,M4-FUNG-0548,genome.chromosome_context,genomic mfm locus,PRESENT,,unreviewed,,53
M4-FUNG-0548:genome.accessory_chromosome_status:54,M4-FUNG-0548,genome.accessory_chromosome_status,NA,NA,,missingness_only,,54
M4-FUNG-0548:genome.copy_number_context:55,M4-FUNG-0548,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0548:genome.repeat_context:56,M4-FUNG-0548,genome.repeat_context,NR,NR,,missingness_only,,56
